year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
2015,GAB,Gabon,Sub-Saharan Africa,,,,4.368388171,6.782865279,10,10,5,10,10,9,10,7.5,10,5,7.5,8.333333333,8.038732871,0,0,0,0,,,7.5,9.444444444,8.705555556,8.55,5,2.5,,,2.5,,,2.5,,,7.5,4,10,10,2,4.5,7.5,7.5,2.5,6.285714286,,0,0,0,10,10,10,0,3.333333333,5.318685022,143,3.764705882,9.809264305,8,5,2,3.5,6.268492547,3.433124849,3.636299365,5.147555158,3.333333333,5,2.915889045,4.601910547,4.898989995,5.933838061,0.804878049,3.900636296,9.580032766,6.206199271,9.9404,0,6.431658009,,6.46,6.106,6.283,3.830852594,3.566888156,3.698870375,10,6.597894572,1.538461538,0.221251283,2.785869131,5.691934877,5,9.328,9,7.776,8.333333333,3.992848794,5.874462468,8,8.503450769,10,7.450682561,3.948924754,1.777777778,8.213551763,3.686929271,5.551046657,4.529848684,4.618013151,6.614898571,5.78,134,5.549342511,143,4
2015,GMB,"Gambia, The",Sub-Saharan Africa,,,,4.174368201,6.348596882,5,10,5,10,10,8,2.4,10,0,0,0,4.133333333,6.160643405,10,5,5,6.666666667,,,,9.011111111,8.011111111,8.511111111,,,,,,,,,,,,,10,0,0.333333333,1,,,,2.833333333,,10,10,10,0,0,0,5,5,5.46014179,139,8.323529412,9.57951005,4,8,8,8,7.475759865,4.179591124,4.85454355,5.363159297,3.333333333,5.833333333,5.094458646,6.254444922,6.549019814,7.120527761,0.948717949,5.259634324,8.892237362,9.218675489,8.6384,10,9.187328213,5.24,7.18,7.0108,6.476933333,5.499338787,4.517777907,5.008558347,10,6.39723953,7.692307692,10,8.029849074,7.378835189,10,0,9,6.333333333,10,4.924677074,7.619758487,6,10,10,8.09073926,5.587838962,2.222222222,7.884427592,4.921281878,8.566809252,6.345759571,5.921389913,6.781820836,7.22,63,6.340070895,115,3
2015,GEO,Georgia,Caucasus & Central Asia,6.124335926,6.1167474,5.615644143,5.952242489,9.604153184,10,10,5,10,10,9,10,7.5,5,5,5,7.5,8.701384395,5,10,10,8.333333333,,,7.5,8.417777778,6.988888889,7.635555556,10,7.5,,,7.5,,,7.5,,,10,8.5,10,10,5.666666667,5,10,10,10,8.666666667,7,5,5,5,10,10,10,10,8,7.776962277,52,5.658823529,6.882547545,8,10,10,10,7.635342769,5.04900416,4.744157956,6.29102223,5.3,,6.499992719,9.981100763,7.185184956,7.494759352,1,6.568152767,8.306716038,8.455309155,9.199284359,10,8.990327388,9.866666667,9.7,8.362,9.309555556,6.652883506,9.398227339,8.025555423,10,6.297041446,6.153846154,9.513805153,7.321564251,8.664168807,10,9.465,10,9.821666667,6.666666667,5.918395732,7.868167781,8,9.251725385,1,6.450825927,6.344195275,8,9.878739687,5.928096115,9.999638041,6.973481854,7.854025162,8.042172585,7.98,9,7.878481138,39,1
2015,DEU,Germany,Western Europe,8.576225816,8.599662262,7.725812115,8.300566731,9.666127302,10,10,10,9.975516183,9.875132535,9.970129744,10,10,10,10,10,10,9.878752348,10,10,10,10,,,10,7.644444444,6.666666667,8.103703704,10,10,,,10,,,10,,,10,10,10,10,8,7.5,10,10,10,9.357142857,10,10,10,10,10,10,10,10,10,9.290914426,8,3.979411765,3.064661083,10,5,5,5,5.511018212,7.626332953,6.804542594,8.021471272,10,8.333333333,5.828996821,6.814874361,7.238562107,6.340189278,1,7.445366969,8.84914879,9.796551541,9.953114011,10,9.649703585,9.100559738,8.98,7.0012,8.360586579,5.936988939,9.175153681,7.55607131,10,6.47632464,3.076923077,7.743794892,5.76568087,7.92058469,5,10,10,8.333333333,8.9,5.166666508,4.777049047,8,6.258626923,10,7.183723746,5.458413606,9.555555556,9.536005334,6.674169477,9.351878598,7.55636683,8.0220649,7.846373993,7.67,24,8.480457213,13,1
2015,GHA,Ghana,Sub-Saharan Africa,5.122915054,6.109392415,4.713641444,5.315316304,9.326481275,10,10,7.5,10,10,9.5,9.6,10,5,5,5,8.2,9.008827092,10,10,10,10,,,7.5,8.955555556,7.505555556,7.987037037,7.5,7.5,,,7.5,,,7.5,,,7.5,7.5,6.374555017,10,7.333333333,7,10,7.5,10,8.315412622,,10,5,7.5,0,10,5,10,7.5,7.711280815,56,5.229411765,9.63760218,6,9,5,7,6.966753486,5.98678112,5.044727623,5.4453125,5,4.166666667,3.716264023,8.736181591,6.144781113,5.340530336,0.975609756,5.44184396,6.792861611,9.104642943,6.57098526,5,6.867122454,7.286666667,7.42,7.162,7.289555556,5.796195706,3.246184471,4.521190088,10,6.349893411,3.846153846,2.54438975,4.246812336,6.514389495,8,6.77,,7.385,10,5.606910825,6.227861047,8,0,10,6.639128645,4.185374121,6,9.338273582,3.272757494,8.141374836,7.489110871,6.404481817,6.809536821,6.52,105,7.115640407,67,2
2015,GRC,Greece,Eastern Europe,7.068642462,5.717380856,5.055447434,5.947156917,9.668384175,10,10,5,9.969195367,9.96303444,8.986445961,10,10,5,5,5,8.333333333,8.99605449,10,10,10,10,,,10,8.333333333,5.783333333,8.038888889,10,10,,,10,,,10,,,10,10,10,10,5,5,10,10,10,8.571428571,7,5,5,5,10,10,10,5,6.75,8.071834598,43,5.194117647,3.856036481,4,3,2,2.5,3.887538532,4.87567361,2.9686882,5.100465783,8.333333333,7.5,4.125037966,8.044201311,6.213991642,6.657296299,1,5.979854238,9.29755766,9.432885176,9.652819527,5,8.345815591,9.100559738,8.98,7.0012,8.360586579,5.914572933,9.423080809,7.668826871,10,5.031022516,0.769230769,7.743794892,4.514682726,7.636024044,8,5.715,10,7.905,5.566666667,3.987583097,5.053346627,6,5.510352308,3,4.85299145,2.327535336,6,9.560675261,3.997947765,8.893815908,7.836599992,6.43609571,6.398029053,6.45,111,7.260917299,58,2
2015,GTM,Guatemala,Latin America & the Caribbean,5.556840288,3.318313755,2.887342675,3.920832239,0,10,10,5,10,10,9,10,10,10,10,10,10,6.333333333,10,10,10,10,,,10,9.444444444,7.638888889,9.027777778,7.5,7.5,,,10,,,2.5,,,10,7.5,0,10,4,4.25,10,10,10,6.892857143,0,5,5,5,10,10,10,10,6.25,6.530604885,100,8.567647059,9.878645923,10,10,9,9.5,9.486573245,3.892135344,3.400157266,5.54280065,6.666666667,5,3.389826813,8.330186722,2.886178891,2.297686775,0.948717949,4.482661786,9.422506546,9.573758149,9.522255934,10,9.629630157,9.406666667,8.88,7.5136,8.600088889,6.053760291,6.622498265,6.338129278,10,6.646517545,8.461538462,8.739425664,7.949160557,8.221844681,10,8.759,10,9.586333333,3.333333333,5.224855194,7.503423244,4,1.270129487,3,4.05529021,4.052948549,6,9.066129832,3.248765216,8.330086279,7.130412424,6.304723717,6.64878242,7.69,22,7.110302443,68,2
2015,GIN,Guinea,Sub-Saharan Africa,,,,3.346386441,6.470167959,10,10,7.5,9.9724325,9.933838001,9.4812541,0.4,7.5,10,5,7.5,5.133333333,7.028251798,0,5,5,3.333333333,,,10,8.666666667,7.361111111,8.675925926,7.5,7.5,,,10,,,10,,,10,9,10,10,3.666666667,2.75,7.5,7.5,7.5,6.988095238,,0,0,0,0,0,0,5,1.666666667,5.560061676,136,9.194117647,,6,5,3,4,6.398039216,1.718736903,2.250727557,2.707965318,0.833333333,4.166666667,5.386550715,6.374388033,3.394412048,4.3487106,0.717948718,2.976011266,9.983002326,7.770724123,8.36962,5,7.780836612,,7.62,7.1916,7.4058,5.052872114,1.72666002,3.389766067,6.584022039,4.135101606,0.833333333,2.323138468,2.430524469,4.952528144,,10,,10,3.333333333,4.03944786,7.24496642,6,8.129313462,0,4.791176846,4.172504006,2.222222222,8.88308318,1.766533157,8.09424222,5.067896354,5.034413523,6.608530123,5.74,141,5.650030838,140,4
2015,GNB,Guinea-Bissau,Sub-Saharan Africa,,,,3.138332045,6.180057647,10,10,5,10,10,9,5,10,5,0,2.5,5.833333333,7.00446366,10,10,10,10,,,,9.815555556,8.244444444,9.03,,,,,,,,,,,,,10,10,4,4,,,,7,,5,5,5,10,10,10,10,8.333333333,6.831115593,90,7.182352941,,0,10,7,8.5,5.22745098,,3.3,,3.333333333,4.166666667,3.480968692,7.228227083,,,0.794871795,3.860624883,8.067517596,7.808698696,9.719078225,0,6.398823629,,7.62,7.2868,7.4534,,5.621913234,5.621913234,10,,0.769230769,1.548758978,1.158994874,6.058577027,10,5.511697137,10,8.503899046,3.333333333,,,8,2.517253846,0,3.462646795,,3.111111111,8.37079273,,9.003335382,7.668460095,7.03842483,6.334990223,5.58,146,6.205557796,120,3
2015,GUY,Guyana,Latin America & the Caribbean,4.506538664,4.818616199,3.491541157,4.272232007,2.24477368,10,10,7.5,10,10,9.5,,,10,10,10,10,7.248257893,10,10,,10,,,,9.666666667,9.027777778,9.347222222,,,,,,,,,,,,,10,10,6.333333333,6.5,,,,8.208333333,,,,,0,10,5,,5,6.949566919,83,6.617647059,,8,8,4,6,6.87254902,3.858248442,4.11958665,4.534600612,6.666666667,2.5,4.554788309,7.070485497,2.98569714,4.381482472,0.923076923,4.345251687,9.859327405,8.368376752,9.8086,5,8.259076039,,7.82,5.1168,6.4684,6.226973771,1.449704142,3.838338956,10,5.664693557,5.833333333,4.535651294,5.344559395,6.412824588,10,0,9,6.333333333,8.9,5.861935014,6.861039479,10,5.683031065,10,7.88433426,3.990478159,4.444444444,9.311304643,3.115146765,7.8518829,7.130412424,5.973944889,6.730537494,6.52,105,6.73478346,86,3
2015,HTI,Haiti,Latin America & the Caribbean,,,,3.355847529,5.984142612,10,10,5,10,10,9,10,10,5,5,5,8.333333333,7.772491982,10,10,10,10,,,10,9.333333333,8.194444444,9.175925926,10,10,,,10,,,10,,,10,10,10,10,4.666666667,5.5,10,7.5,10,8.238095238,0,5,10,7.5,10,10,10,10,6.875,7.210986994,72,8.752941176,9.916893733,4,8,,8,7.667458727,2.752065502,2.436454485,2.614759499,0,2.5,3.881900279,2.699021339,3.357061773,3.270367638,0.897435897,2.478433986,8.444652431,9.407640542,8.196696237,5,7.762247303,,9.04,7.6768,8.3584,5.00704294,7.263321382,6.135182161,10,3.747791187,6.153846154,10,6.633879114,7.781865319,,7.48,9,8.24,6.666666667,5.064043028,6.876162912,10,10,10,8.101145435,3.481242356,0,4.539950346,2.672972532,9.587929619,7.93748393,4.70326313,7.014802855,6.54,104,6.875493497,77,2
2015,HND,Honduras,Latin America & the Caribbean,3.025490561,4.254805092,2.510302669,3.263532774,0,10,10,7.5,10,10,9.5,10,10,5,5,5,8.333333333,5.944444444,10,10,5,8.333333333,,,10,9,7.083333333,8.694444444,7.5,7.5,,,7.5,,,10,,,10,8.5,10,10,4,1.5,10,10,10,7.928571429,0,10,10,10,10,10,10,10,7.5,6.397629225,105,7.138235294,10,10,9,9,9,9.034558824,3.902559243,4.509699928,5.241755039,4.166666667,2.5,2.861203918,7.710562723,3.654580146,2.816240922,0.923076923,3.991802199,9.234136196,8.828810779,9.368433764,10,9.357845185,9.513333333,8.86,6.8536,8.408977778,6.173955833,4.537299248,5.355627541,10,6.802132917,2.307692308,8.628800023,5.912875082,7.4193701,10,9.246,9,9.415333333,0,4.337613583,6.244137417,8,2.517253846,10,5.183167474,3.720781753,3.777777778,9.152051544,3.890066184,9.457209562,7.489110871,6.247832949,6.948777919,7.35,50,6.873814613,79,2
2015,HKG,Hong Kong,East Asia,7.637505878,7.72468753,8.021515882,7.794569763,9.878548673,,10,,10,10,10,10,7.5,5,10,7.5,8.333333333,9.403960669,,,10,10,,,7.5,9.277777778,8.516666667,8.431481481,7.5,7.5,,,7.5,,,7.5,,,10,8,10,10,5.666666667,5.75,10,10,10,8.773809524,7,10,10,10,10,10,10,10,9.25,8.745161709,28,8.026470588,9.436171854,7,10,10,10,8.61566061,8.858734652,7.963357914,8.675646694,8.333333333,8.333333333,6.463383613,6.949194442,8.685418996,8.469070728,1,8.081274856,8.974180196,9.658616639,9.400998336,10,9.508448793,9.993333333,10,10,9.997777778,7.512907404,9.266275298,8.389591351,10,8.639859944,6.923076923,10,8.520978956,9.227087021,10,10,10,10,10,7.887260689,8.603849293,10,9.499231604,10,9.331723598,7.051864454,10,9.945672523,7.455914629,9.744141802,9.170509841,8.894683875,9.408802491,8.97,1,8.857580854,2,1
2015,HUN,Hungary,Eastern Europe,6.941876271,5.242162649,5.408424036,5.864154318,9.09647713,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.532159043,10,10,10,10,,,7.5,8.4,8.238888889,8.046296296,10,7.5,,,10,,,10,,,7.5,9,10,10,6,6.25,10,10,10,8.892857143,10,10,10,10,10,10,10,10,10,8.442993684,37,3.270588235,5.29140008,4,10,3,6.5,4.765497079,3.570654812,3.058389941,3.117309385,10,6.666666667,6.576328444,8.025707157,5.544871489,7.785865561,1,6.038421495,8.262655762,9.718109707,9.985943505,10,9.491677243,9.100559738,8.98,7.0012,8.360586579,4.67535368,9.963313765,7.319333723,10,6.276983555,3.846153846,7.743794892,5.955644098,7.9088911,10,9.175,10,9.725,7.233333333,5.597814143,6.501836071,6,7.755176154,10,7.18135995,2.736735272,7.333333333,9.552130895,3.434170528,7.624208901,6.895016568,6.26259925,7.7229864,7.19,65,7.816496842,41,2
2015,ISL,Iceland,Western Europe,,,,7.925369551,9.636631208,10,10,10,10,10,10,10,10,10,10,10,10,9.878877069,10,10,10,10,,,10,9.222222222,5.088888889,8.103703704,10,10,,,10,,,10,,,10,10,10,10,8.666666667,8.75,10,10,10,9.630952381,7,10,10,10,10,10,10,10,9.25,9.149527264,13,2.305882353,7.957880124,8,4,3,3.5,5.440940619,7.846820747,7.040047101,8.048759546,10,10,6.775094571,8.750492215,9.012345473,8.576845364,1,8.450045002,9.613030809,9.395090975,9.673743017,0,7.1704662,9.8,8.96,3.032,7.264,5.451262118,8.768644961,7.10995354,10,4.145144638,0.769230769,7.743794892,4.2193901,7.14833591,5,10,10,8.333333333,5.566666667,7.602641465,5.056347134,8,10,10,7.704275878,5.526907451,7.777777778,9.842016619,7.236297552,9.548915098,8.430694295,8.060434799,8.032681337,7.25,59,8.199763632,27,1
2015,IND,India,South Asia,4.185161139,4.269637771,4.13732541,4.197374773,8.643753407,0,9.873954778,5,9.901455553,9.901149989,6.935312064,10,5,5,5,5,6.666666667,7.415244046,5,5,10,6.666666667,,,5,6.177777778,6.477777778,5.885185185,7.5,7.5,,,10,,,5,,,5,7,9.694435825,9.969443582,6.333333333,4.75,10,7.5,7.5,7.963887534,7,5,5,5,0,10,5,5,5.5,6.204728643,112,7.317647059,8.977771391,7,8,8,8,7.823854613,5.514435254,5.857644216,4.902953005,6.666666667,7.5,2.593854408,6.584439158,6.226054033,5.601002391,0.783783784,5.09835622,9.77804308,8.796238409,8.825514681,5,8.099949043,7.933333333,7.32,3.5144,6.255911111,5.984280415,1.847359664,3.915820039,10,5.858460379,0,0.331876924,2.063445767,5.55879423,2,7.758,10,6.586,6.666666667,6.256692646,5.54646922,4,6.299740913,10,6.461594908,5.147305767,3.333333333,9.022608544,5.461668503,7.773466815,7.298552321,6.339489214,6.462361374,6.61,98,6.407364322,114,3
2015,IDN,Indonesia,South Asia,4.159877789,4.309005175,3.811873098,4.093585354,9.768982368,10,10,7.5,9.975467611,9.986829981,9.492459518,10,7.5,5,5,5,7.5,8.920480629,10,5,5,6.666666667,,,2.5,6.344444444,4.072222222,4.305555556,10,10,,,5,,,2.5,,,7.5,7,10,10,4.666666667,5.5,7.5,10,5,7.523809524,10,5,5,5,5,5,5,5,6.25,6.42811967,103,7.470588235,9.120230308,7,8,7,7.5,7.772704636,5.121916127,4.893803499,5.59301049,4.166666667,4.166666667,1.914978802,5.93207953,5.529411634,4.894431405,0.926829268,4.518732007,9.399968827,9.319185598,8.727375774,10,9.36163255,9.433333333,8.62,6.1636,8.072311111,5.262996287,4.072207071,4.667601679,10,5.818054445,1.538461538,8.296923099,5.217813027,6.989431454,5,9.221,10,8.073666667,1.1,5.682778874,5.582036156,10,0,5,4.560802505,4.803620677,4.888888889,8.999001721,4.51117695,7.644706352,7.522738851,6.39502224,6.343163804,7,75,6.714059835,90,3
2015,IRN,Iran,Middle East & North Africa,3.080470547,5.504770092,4.266260908,4.283833849,9.012384625,0,10,2.5,9.840390764,9.972278396,6.462533832,10,7.5,0,0,0,5.833333333,7.102750597,0,0,0,0,,,2.5,7.011111111,3.377777778,4.296296296,2.5,5,,,5,,,2.5,,,5,4,10,7.605861466,0,1,7.5,5,5,5.157980209,7,0,0,0,0,0,0,5,3,4.492073762,153,5.838235294,7.989100817,6,10,10,10,7.456834028,4.19126778,3.743238445,4.757041383,7.5,6.666666667,5.625799005,7.899555098,5.499002139,5.629288059,0.585365854,4.536952314,,,,10,,7.52,4.68,0,4.066666667,5.303747453,0,2.651873727,10,2.973429693,0.833333333,0.442502565,1.416421864,4.533740564,0,9.027,5,4.675666667,8.9,4.407399428,4.976562707,8,2.517253846,1,4.96686933,3.52592861,0.888888889,9.492188843,4.138052013,9.301850311,6.143991695,5.581816727,5.074784241,5.4,149,4.946036881,154,4
2015,IRQ,Iraq,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.304900363,4.383300444,7.258840049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,IRL,Ireland,Western Europe,,,,8.106677731,9.753197108,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.751065703,10,10,10,10,,,10,8.333333333,7.822222222,8.718518519,10,10,,,7.5,,,5,,,5,7.5,10,10,8.333333333,8.5,10,10,10,9.547619048,10,10,10,10,10,10,10,10,10,9.041049615,19,3.823529412,7.013149827,10,6,3,4.5,6.33416981,8.985318448,6.328374219,8.649646971,10,10,3.931480739,8.582895926,8.513513406,6.992016663,1,7.998138486,8.966415517,9.232100002,9.941080196,10,9.534898929,9.100559738,8.98,7.0012,8.360586579,7.385433294,9.082844123,8.234138709,10,8.829731958,7.692307692,8.850051305,8.457363652,8.763022235,8,9.426,10,9.142,8.9,6.26199923,7.259178217,10,6.373746095,10,8.132487257,6.086314291,10,9.837816447,7.994766204,8.471290155,9.08083523,8.578503721,8.617663659,8.25,5,8.645524808,4,1
2015,ISR,Israel,Middle East & North Africa,,,,7.110583565,9.454402089,10,10,5,9.204464545,7.183804489,8.277653807,10,10,10,10,10,10,9.244018632,0,0,5,1.666666667,,,7.5,7.026666667,5.505555556,6.677407407,10,10,,,10,,,10,,,10,10,10,8.806696817,7.666666667,6.5,10,10,10,8.996194783,,10,10,10,10,10,10,10,10,7.822677435,49,3.188235294,6.733057856,10,5,5,5,6.230323288,8.520297029,5.723570607,7.300061197,4.166666667,8.333333333,3.462740316,5.740858494,6.798245907,6.595645262,0.948717949,6.132119415,8.537725604,9.557762053,9.873375541,10,9.4922158,9.72,9.1,5.914,8.244666667,5.935111226,7.329593416,6.632352321,10,6.717527028,6.153846154,9.845682077,7.572351753,8.112342685,10,8.714,10,9.571333333,8.9,5.859180335,7.022153406,8,2.517253846,0,5.383097931,4.479484558,8.444444444,9.58113688,5.815420401,7.507657209,7.36580828,7.198991962,7.384474409,7.47,38,7.646338717,46,2
2015,ITA,Italy,Western Europe,7.605924508,5.70128939,6.380705651,6.562639849,9.6847282,10,10,10,10,9.996706766,9.999341353,10,10,10,10,10,10,9.894689851,10,10,10,10,,,10,7.544444444,7.077777778,8.207407407,10,10,,,10,,,7.5,,,10,9.5,10,10,6,7.5,10,10,10,9.071428571,7,10,10,10,10,10,10,10,9.25,8.717216023,29,4.797058824,3.456202044,10,5,2,3.5,5.438315217,4.715953952,2.256357837,4.99201509,10,6.666666667,3.596415071,8.251282756,5.527777672,4.976763206,1,5.664803584,9.140785299,9.830635893,9.99224265,10,9.740915961,9.100559738,8.98,7.0012,8.360586579,6.183405453,9.963313765,8.073359609,10,5.112579321,6.923076923,7.743794892,6.593150379,8.256774142,10,8.607,10,9.535666667,5.566666667,3.033140005,3.998856117,8,10,10,6.766443798,1.599412647,7.111111111,9.645880469,3.762135571,7.202226087,7.309761648,6.105087922,7.469066129,7.31,55,8.013608012,34,1
2015,JAM,Jamaica,Latin America & the Caribbean,5.578898314,5.44761664,4.542845255,5.189786736,0,10,10,7.5,10,10,9.5,10,10,10,10,10,10,6.5,10,10,5,8.333333333,,,10,9.622222222,8.844444444,9.488888889,10,10,,,10,,,7.5,,,10,9.5,10,10,9,8,10,10,10,9.571428571,0,10,10,10,0,10,5,10,6.25,7.236811763,71,7.482352941,8.377776974,7,9,5,7,7.465032479,6.474387651,4.049434865,6.180556832,10,4.166666667,3.548887988,6.4384436,4.646464586,2.20179914,0.945945946,5.157474738,5.879647956,9.595066177,9.264565789,10,8.68481998,3.506666667,8.3,5.512,5.772888889,6.904593388,5.452679045,6.178636216,10,7.081132163,1.538461538,10,6.206531234,7.039514085,10,9.68,9,9.56,8.9,4.703940354,6.989306551,10,6.546424852,10,7.85661196,3.572328443,5.111111111,9.634665478,3.780554981,8.80589795,6.995900507,6.316743078,7.911118346,7.25,59,7.243405882,62,2
2015,JPN,Japan,East Asia,7.697980509,8.206455824,6.842924715,7.582453683,9.886540303,10,10,10,10,10,10,10,7.5,10,10,10,9.166666667,9.684402323,10,10,10,10,,,5,8.944444444,9.816666667,7.92037037,10,10,,,7.5,,,5,,,5,7.5,10,10,8.333333333,6.25,10,10,10,9.226190476,7,10,10,10,10,10,10,10,9.25,8.706370086,31,4.167647059,4.070482659,7,3,3,3,4.55953243,8.469138599,6.565291981,8.619151206,8.333333333,8.333333333,6.329708858,7.847784736,8.545197646,7.193052227,0.948717949,7.603896561,9.376703986,9.296115395,9.842723956,10,9.628885834,9.626666667,9.2,4.304,7.710222222,5.295359737,8.816571934,7.055965835,10,7.004548095,0.769230769,7.080041044,4.951273303,7.42936534,8,7.932,9,8.310666667,8.9,3.711124427,8.291191321,8,10,10,8.150385958,4.344494459,9.333333333,9.56263135,7.592852968,7.705236647,8.038367868,7.762819438,8.074624021,7.46,41,8.083185043,31,1
2015,JOR,Jordan,Middle East & North Africa,5.017416393,6.257972726,5.876813667,5.717400929,9.305623944,10,10,7.5,9.745249875,9.759807025,9.40101138,10,7.5,0,0,0,5.833333333,8.179989552,10,5,5,6.666666667,,,7.5,7.762222222,4.305555556,6.522592593,5,7.5,,,5,,,2.5,,,5,5,10,10,2.666666667,4,7.5,7.5,5,6.666666667,,0,0,0,10,10,10,0,3.333333333,6.293273546,109,6.226470588,7.799966129,8,10,5,7.5,7.381609179,6.581923814,5.446774969,6.666271446,7.5,6.666666667,3.376286714,6.644714877,8.316326141,6.435919584,0.487804878,4.763858993,9.464703037,9.342706219,9.825420481,10,9.658207434,9.153333333,8,4,7.051111111,5.108731754,7.20118965,6.154960702,10,5.787150102,6.153846154,10,7.313665419,7.629934308,10,6.495,10,8.831666667,8.9,5.525415184,6.982060957,6,10,10,7.901246024,4.562718933,4.222222222,9.364165469,5.500790967,9.874137942,8.374647662,6.983113866,7.905342185,7.47,38,6.881636773,77,2
2015,KAZ,Kazakhstan,Caucasus & Central Asia,4.076675923,5.467893009,4.057218736,4.533929223,8.077708358,10,10,5,10,10,9,10,10,10,10,10,10,9.025902786,5,5,5,5,,,2.5,8.444444444,6.016666667,5.653703704,5,5,,,2.5,,,2.5,,,5,4,10,10,0.666666667,1.75,7.5,7.5,7.5,6.416666667,7,10,10,10,10,10,10,10,9.25,6.421995039,104,6.529411765,8.551374301,6,10,8,9,7.520196516,4.896886636,4.810388355,5.60852918,8.333333333,5.833333333,6.339410345,9.900981545,5.134680271,7.017318521,0.743589744,5.606111942,9.544034909,7.578801188,8.6708,10,8.948409024,6.593333333,8.44,6.5368,7.190044444,5.675863522,4.881656805,5.278760163,10,5.214357276,2.307692308,1.65938462,3.060478068,6.382320669,8,7.795,10,8.598333333,10,5.588207511,7.329077467,10,9.251725385,3,7.528168394,4.720607911,7.111111111,9.708699873,4.636964542,9.808312473,8.004739889,7.3317393,7.819413676,7.26,58,6.84099752,80,2
2015,KEN,Kenya,Sub-Saharan Africa,3.124398083,4.323092218,3.512686072,3.653392125,8.085369123,0,9.703617511,5,8.052343646,9.132022712,6.377596774,7.3,7.5,5,5,5,6.6,7.020988632,5,5,10,6.666666667,,,7.5,7.517777778,7.033333333,7.35037037,10,7.5,,,5,,,5,,,7.5,7,7.882982223,10,4.333333333,4,10,10,10,8.030902222,10,5,5,5,0,10,5,10,7.5,6.323389115,108,7.264705882,9.814190784,6,8,8,8,7.769724167,5.07301886,4.769662269,5.598135955,6.666666667,3.333333333,4.420377014,6.842007966,4.77477471,2.936187275,0.923076923,4.745102997,8.787496101,8.927727189,8.683517817,10,9.099685277,7.746666667,7.42,5.2012,6.789288889,5.291603823,5.218941129,5.255272476,10,5.868600471,3.846153846,3.761271805,4.492008707,6.634142518,10,4.124,10,8.041333333,6.666666667,5.10965934,7.199411254,8,9.629974091,10,7.767618559,4.811500841,3.333333333,9.073992071,3.137624518,8.298362902,7.808576676,6.077231724,7.295394539,7.11,70,6.716694558,89,3
